,Temperature,Humidity,pH,Rainfall,Label
0,20.87974371,82.00274423,6.502985292,202.9355362,Rice
1,21.77046169,80.31964408,7.038096361,226.6555374,Rice
2,23.00445915,82.3207629,7.840207144,263.9642476,Rice
3,26.49109635,80.15836264,6.980400905,242.8640342,Rice
4,20.13017482,81.60487287,7.628472891,262.7173405,Rice
5,23.05804872,83.37011772,7.073453503,251.0549998,Rice
6,22.70883798,82.63941394,5.70080568,271.3248604,Rice
7,20.27774362,82.89408619,5.71862717799999,241.9741949,Rice
8,24.51588066,83.5352162999999,6.685346424,230.4462359,Rice
9,23.22397386,83.03322691,6.336253525,221.2091958,Rice
10,26.52723513,81.41753846,5.386167788,264.6148697,Rice
11,23.97898217,81.45061596,7.50283396,250.0832336,Rice
12,26.80079604,80.88684822,5.108681786,284.4364567,Rice
13,24.01497622,82.05687182,6.98435366,185.2773389,Rice
14,25.66585205,80.66385045,6.94801983,209.5869708,Rice
15,24.28209415,80.30025587,7.04229906899999,231.0863347,Rice
16,21.58711777,82.7883708,6.249050656,276.655245899999,Rice
17,23.79391957,80.41817957,6.970859754,206.2611855,Rice
18,21.8652524,80.1923008,5.953933276,224.5550169,Rice
19,23.57943626,83.58760316,5.85393208,291.2986618,Rice
20,21.32504158,80.47476396,6.442475375,185.4974732,Rice
21,25.15745531,83.11713476,5.070175667,231.3843163,Rice
22,21.94766735,80.97384195,6.012632591,213.3560921,Rice
23,21.0525355,82.67839517,6.254028451,233.1075816,Rice
24,23.48381344,81.33265073,7.375482851,224.0581164,Rice
25,25.0756354,80.52389148,7.778915154,257.0038865,Rice
26,26.35927159,84.04403589,6.286500176,271.3586137,Rice
27,24.52922681,80.54498576,7.070959995,260.2634026,Rice
28,20.77576147,84.49774397,6.244841491,240.0810647,Rice
29,22.30157427,80.64416466,6.043304899,197.9791215,Rice
30,21.44653958,84.94375962,5.824709117,272.2017204,Rice
31,22.17931888,80.33127223,6.357389366,200.0882787,Rice
32,24.52783742,82.73685569,6.36413496799999,224.6757231,Rice
33,20.26707606,81.63895217,5.01450727,270.4417274,Rice
34,25.7354293,83.88266234,6.149410611,233.1321372,Rice
35,26.79533926,82.1480873,5.950660556,193.3473987,Rice
36,26.75754171,81.17734011,5.960370061,272.2999056,Rice
37,23.86330467,83.15250801,5.561398642,285.2493645,Rice
38,21.01944696,82.95221726,7.416245107,298.4018471,Rice
39,24.17298839,83.7287574,5.583370042,257.0343554,Rice
40,22.78133816,82.06719137,6.430010215,248.7183228,Rice
41,25.62980105,83.52842314,5.534878156,209.9001977,Rice
42,25.59704938,80.14509262,6.903985986,200.834898,Rice
43,23.83067496,84.81360127,6.27147883799999,298.5601175,Rice
44,26.31355498,82.36698992,7.224285503,265.5355937,Rice
45,24.8972823,80.52586088,6.13428721,183.6793207,Rice
46,24.958779,84.47963372,5.206373153,196.9560008,Rice
47,23.24113501,84.59201843,7.78205131299999,233.0453455,Rice
48,21.66628296,80.70960551,7.062779015,210.8142087,Rice
49,24.63544858,80.41363018,7.730367824,253.7202781,Rice
50,23.43121862,83.06310136,5.286203711,219.9048349,Rice
51,20.0454142,80.3477562,6.766240045,208.5810155,Rice
52,23.85724032,82.22572988,7.382762603,195.0948311,Rice
53,21.97199397,81.89918197,5.658169482,227.3637009,Rice
54,26.22916897,83.83625819,5.54336023799999,286.5083725,Rice
55,23.44676801,84.79352417,6.215109715,283.9338466,Rice
56,25.65553461,83.47021081,7.120272972,217.3788583,Rice
57,24.44345477,82.45432595,5.950647577,267.9761948,Rice
58,20.2801937,82.1235421,7.236705436,191.9535738,Rice
59,21.7238313,80.2389895,6.501697816,277.9626192,Rice
60,20.41447029,82.20802629,7.592490617,245.1511304,Rice
61,25.75528612,83.51827127,5.875345751,245.6626799,Rice
62,20.61521424,83.77345559,6.932400225,279.5451717,Rice
63,21.84106875,80.72886384,6.946209881,202.3838319,Rice
64,20.08369642,83.29114712,5.739175027,263.6372176,Rice
65,24.45802087,82.74835604,6.738652179,182.5616319,Rice
66,21.14347496,80.33502926,5.594819626,198.6730942,Rice
67,25.78720567,82.11124033,6.946636369,243.5120414,Rice
68,23.64124821,80.28597873,5.012139669,263.1103304,Rice
69,23.43191632,80.56887849,6.36347220799999,269.5039162,Rice
70,24.97669518,83.891805,6.880431223,204.8001847,Rice
71,22.72791041,82.1706880999999,7.300410836,260.8875056,Rice
72,24.87300744,82.84022551,6.58791870799999,295.6094492,Rice
73,21.32376327,83.00320459,7.283736617,192.3197536,Rice
74,26.29465461,84.56919326,7.023936392,257.4914906,Rice
75,22.2286982,81.85872947,6.939083505,278.0791793,Rice
76,26.73072391,81.78596776,7.868474653,280.4044392,Rice
77,24.88921174,81.97927117,5.005306977,185.9461429,Rice
78,26.88444878,81.46033732,6.136131869,194.5766559,Rice
79,22.67846116,83.72874389,7.524080076,200.9133156,Rice
80,26.08867875,80.37979919,5.706943251,182.9043504,Rice
81,25.42977518,82.94682591,5.758506323,195.3574542,Rice
82,26.40323239,81.05635517,6.349606327,223.3671883,Rice
83,26.04371967,84.96907151,5.999969026,186.7536773,Rice
84,25.2827223,80.54372813,5.453592032,220.1156708,Rice
85,22.08576562,83.47038318,6.372576327,231.7364957,Rice
86,23.28617173,81.43321641,5.105588355,242.3170629,Rice
87,25.48591986,81.40633547,5.935344406,182.6549356,Rice
88,23.67575393,81.03569343,5.17782304,233.7034975,Rice
89,20.82477109,84.1341879,6.462391607,230.2242223,Rice
90,26.92995077,81.91411159,7.069172227,290.6793783,Rice
91,23.83509503,83.88387074,7.473134377,241.2013513,Rice
92,26.52872817,80.12267476,6.158376967,218.9163567,Rice
93,26.46428311,83.85642678,7.549873681,248.2256491,Rice
94,22.69657794,82.81088865,6.02832155799999,256.9964761,Rice
95,22.68319059,83.46358271,6.604993475,194.2651719,Rice
96,21.53346343,82.14004101,6.500343222,295.9248796,Rice
97,21.40865769,83.3293190999999,5.935745417,287.5766935,Rice
98,26.54348085,84.67353597,7.072655622,183.6222657,Rice
99,23.35905428,83.59512273,5.333322606,188.413665,Rice
100,22.61359953,63.69070564,5.749914421,87.75953857,Maize
101,26.10018422,71.57476937,6.93175655799999,102.2662445,Maize
102,23.55882094,71.59351368,6.657964753,66.71995467,Maize
103,19.97215954,57.68272924,6.596060648,60.65171481,Maize
104,18.47891261,62.69503871,5.970458434,65.43835393,Maize
105,21.77689322,57.80840636,6.158830619,102.0861694,Maize
106,25.6217169,66.50415474,6.047906679,105.4654703,Maize
107,25.19192419,66.6902901,5.913664501,78.06639649,Maize
108,20.41683147,62.5542482,5.855442401,65.27798457,Maize
109,24.92162194,66.78627406,5.750254943,109.2162279,Maize
110,23.31689124,73.4541537,5.852607099,94.29712821,Maize
111,24.84016732,68.3584573,6.472523287,74.05474936,Maize
112,22.27526694,58.84015925,6.967057762,63.87020584,Maize
113,18.87751445,65.76816093,6.082973754,94.76189431,Maize
114,25.19008683,60.2001687,5.919045532,72.12375573,Maize
115,18.25405352,55.28220433,6.20474765299999,63.72358154,Maize
116,24.6129118,70.4162444,6.600827017,104.1626147,Maize
117,25.1420613,65.26185135,6.021902237,76.68456006,Maize
118,23.09348056,60.1159381,6.033550195,65.49730729,Maize
119,18.05033737,62.89366992,6.28886807,84.23613484,Maize
120,24.9321581,73.80435276,6.55056382299999,79.74078719,Maize
121,18.14710054,71.09445342,5.573286437,88.07753741,Maize
122,18.28362235,66.65952796,6.829199275,80.97573281,Maize
123,18.83344471,58.75082029,5.716222912,79.7532895999999,Maize
124,25.71895816,67.22190688,5.54990242,74.51490791,Maize
125,25.33797709,68.49835977,6.586244581,96.46380213,Maize
126,23.89114571,57.48775781,5.893093135,102.8301942,Maize
127,21.53574127,71.50905983,5.918263801,102.4852929,Maize
128,23.08974909,63.10459626,5.588650585,70.43473609,Maize
129,25.61707368,63.4711755,6.576418207,108.8303762,Maize
130,21.44526922,63.1621551,6.178056304,65.88951188,Maize
131,18.51816776,55.53128131,6.641906353,90.988051,Maize
132,22.53510514,67.99257471,6.489040367,64.40866039,Maize
133,23.02038334,61.89472002,5.68036103799999,63.03843397,Maize
134,24.89364635,65.61418761,6.62540434799999,87.9298085,Maize
135,25.77175115,74.089114,6.524478032,107.4931917,Maize
136,19.39851734,62.35750641,5.696205468,60.95197486,Maize
137,21.54156232,59.64024162,6.803931519,109.7515385,Maize
138,23.79746068,74.82913698,6.25279754799999,91.76337172,Maize
139,18.9802729,74.52600826,6.092725883,94.26249353,Maize
140,24.10859207,73.13112261,6.234330356,71.07562236,Maize
141,24.7947077,70.04556743,5.722579819,76.72860067,Maize
142,21.63162756,60.27766379,6.430616465,69.21803098,Maize
143,25.37548751,57.21025565,5.983952675,101.7004306,Maize
144,22.21738222,72.85462807,6.80163854,106.6213157,Maize
145,20.58314011,69.00128641,6.499936446,66.29390357,Maize
146,24.87502824,68.74248334,6.265564338,91.26056654,Maize
147,20.03728219,56.35606753,6.727303282,109.024141,Maize
148,25.95263264,61.89082199,6.325235159,99.57981207,Maize
149,19.28889933,65.47050802,6.807487794,71.3195307,Maize
150,20.57981887,65.34583901,6.671085817,78.34604471,Maize
151,24.71417533,56.73426469,6.648725327,88.45361858,Maize
152,20.27317074,63.91281869,6.439071996,62.50351892,Maize
153,18.41932981,64.23580251,6.474476516,76.41312437,Maize
154,23.39128187,61.74427165,5.871647806,107.3198135,Maize
155,19.84939404,61.24500053,5.730617109,100.7689246,Maize
156,21.869274,61.91044947,5.850439831,107.2681929,Maize
157,22.8056033,56.50768935,5.791649933,101.5952794,Maize
158,19.0781471,69.02298571,6.74000068799999,80.72515943,Maize
159,22.02720976,65.35549924,6.272417541,83.73280082,Maize
160,23.80546189,59.24537979,5.715208817,89.9622014,Maize
161,18.52510753,69.0276233,5.773454729,88.10234397,Maize
162,23.50297882,61.32026065,5.584171461,64.77791424,Maize
163,26.54986394,72.89187265,5.787268394,73.33636055,Maize
164,19.29563411,69.63481219,5.77597783,83.21030571,Maize
165,20.68899915,59.4375337,6.864793607,103.651438,Maize
166,19.32666088,68.034493,6.19236000299999,84.22969177,Maize
167,24.60532218,73.58868502,6.63680322299999,96.59195302,Maize
168,22.27373646,59.52193158,5.826426917,67.96704792,Maize
169,25.70196694,61.33450447,6.960358276,83.20711308,Maize
170,19.20129357,68.30578978,6.11275104,87.85092352,Maize
171,21.70181447,60.47470519,6.708446922,95.71388473,Maize
172,20.51716779,59.21235483,5.561510732,67.61013737,Maize
173,23.30355338,73.62548442,5.873242491,97.59081274,Maize
174,24.2547451,55.64709899,6.995843776,64.23845455,Maize
175,24.86374934,65.7420046,5.714799723,75.82270467,Maize
176,22.6265115,65.77472881,6.78073637,88.17251033,Maize
177,18.04185513,60.61494304,5.513697923,104.2321615,Maize
178,23.26237612,72.33125523,5.79842390799999,67.10225139,Maize
179,22.88330922,71.59722446,6.352471866,67.72777298,Maize
180,25.97482359,69.36385721,6.822586546,103.2234212,Maize
181,26.14384005,66.20569924,6.655426355,107.2361366,Maize
182,18.66116213,61.55327249,6.121294041,75.03247667,Maize
183,25.10787449,55.97732754,5.79077020299999,78.16077693,Maize
184,23.33844615,59.24580604,6.47444292,105.0083144,Maize
185,25.08239719,65.92195844,6.455116637,62.49190812,Maize
186,25.36768364,72.52054555,6.606984086,107.9124111,Maize
187,25.34217103,63.31801994,6.330554389,74.52082026,Maize
188,25.00933355,67.816568,6.528631266,62.91359494,Maize
189,18.66746724,71.516474,5.721667141,69.93293255,Maize
190,20.37999665,63.73849998,6.644205485,108.5054416,Maize
191,18.09300227,72.61024172,6.376651091,78.96159541,Maize
192,26.16985907,71.96246617,6.247040422,79.84925393,Maize
193,18.65396672,61.37879671,6.65673000799999,93.62039175,Maize
194,26.07470121,59.37147589,6.2048017,85.75692395,Maize
195,18.92851916,72.80086137,6.158860284,82.34162918,Maize
196,23.30546753,63.24648023,6.38568421399999,108.7603001,Maize
197,18.74826712,62.49878458,6.417820493,70.23401597,Maize
198,19.74213321,59.66263104,6.381201909,65.50861389,Maize
199,25.73044432,70.74739256,6.877869005,98.73771338,Maize
200,29.36792366,76.24900101,6.149934034,92.82840911,Banana
201,27.33368994,83.67675197,5.849076099,101.0494791,Banana
202,27.40053601,82.96221306,6.276800323,104.9378,Banana
203,29.3159075,80.11585705,5.926824754,90.10978128,Banana
204,26.05433004,79.39654531,5.519088423,113.2297373,Banana
205,25.86632408,84.42379269,6.07917878799999,114.5357503,Banana
206,27.00932084,80.18546798,6.13465588,97.32531705,Banana
207,29.55054817,78.06762846,5.80849760399999,99.34482238,Banana
208,26.28845991,83.390039,5.891458107,113.8729798,Banana
209,29.16226551,76.16151562,5.81662247899999,100.0075679,Banana
210,28.65003945,82.68752542,5.843163161,98.75084366,Banana
211,29.07311132,76.50045221,6.37675663299999,100.1692639,Banana
212,28.08166093,75.26429821,5.623615687,118.2761894,Banana
213,27.1994597,78.8086067999999,5.91505509,99.72430835,Banana
214,28.05484146,78.04602887,6.458714879,108.3957179,Banana
215,25.14748006,83.34688193,5.565028635,98.66679427,Banana
216,25.94019018,78.3422098,6.211833161,119.84797,Banana
217,27.66752761,79.68542782,6.490074429,108.66464,Banana
218,25.56703012,75.94067692,5.590236025,102.7867717,Banana
219,28.6956201,82.54195839,6.22522523899999,116.1616839,Banana
220,26.33544853,76.8532006,6.19075745899999,118.6858263,Banana
221,25.93730186,78.89864446,5.915568968,98.21747528,Banana
222,25.13686519,84.88394407,6.195152442,91.46442491,Banana
223,27.50527651,80.79783998,6.156373499,105.0776992,Banana
224,26.21009246,82.34429458,6.313197204,112.0700033,Banana
225,29.10403455,79.19588629,6.324270089,92.07835761,Banana
226,29.2440638,77.32017166,5.707488987,90.66727868,Banana
227,25.56202173,77.38229006,6.119216009,93.10247183,Banana
228,26.3985515,81.36028902,5.571401169,98.16752001,Banana
229,28.09577643,77.79586769,5.63127166,109.5408614,Banana
230,27.84767901,83.31110751,6.101241579,117.2878912,Banana
231,27.39341554,81.4654833,6.43813727899999,94.31102057,Banana
232,25.14517635,81.38204104,6.098369122,119.218154,Banana
233,28.65456263,79.28693687,5.695267822,102.4633775,Banana
234,29.16093424,76.67484233,5.618094446,109.575944,Banana
235,27.57278064,82.0638878,6.435785799,91.34276507,Banana
236,25.40909896,82.36208097,6.176644228,112.9794804,Banana
237,25.99069521,83.33983116,6.220643671,112.0777152,Banana
238,26.29039046,81.06003778,5.871702211,118.6730366,Banana
239,29.14827211,78.71024836,6.390741836,117.536781,Banana
240,26.59743595,79.35898915,6.21084479,107.3944717,Banana
241,25.36059237,75.03193255,6.012696655,116.5531455,Banana
242,29.12036889,80.18080728,5.908770059,112.3982055,Banana
243,27.53911354,77.25629897,6.049801781,110.3262123,Banana
244,29.66727337,83.51014178,6.01009585299999,110.2511102,Banana
245,25.05802193,84.97323747,5.738678895,110.4408803,Banana
246,25.86824781,78.52399914,5.74055541,116.3019555,Banana
247,25.85036988,81.95580471,5.793260262,119.085617099999,Banana
248,26.51682337,77.79913575,5.50947065,108.8547508,Banana
249,28.66725136,79.59242542,5.986442306,118.2583441,Banana
250,28.14938935,81.54448882,5.790768046,91.40508414,Banana
251,26.42313317,83.6995044,5.915546415,95.12322062,Banana
252,26.59386409,81.40740301,6.24252827799999,109.9825551,Banana
253,27.71822477,76.57853189,6.036079266,102.2099836,Banana
254,28.98333432,82.95958244,5.829898502,109.022564,Banana
255,29.42017919,83.96754496,6.088064451,117.229079,Banana
256,27.39872329,81.10523402,6.469370954,112.1355384,Banana
257,26.4020227,84.41007614,5.720726906,111.0162259,Banana
258,27.81251452,82.69285419,5.80766417,99.20961514,Banana
259,25.19640218,83.55829874,5.70338172799999,115.8586081,Banana
260,28.31193338,75.77363772,6.16500127799999,119.695765,Banana
261,25.90113128,80.47152737,6.002481605,110.10323,Banana
262,27.48612983,76.11239849,6.212369363,109.2768851,Banana
263,29.38254012,83.50423735,5.765308943,109.2486647,Banana
264,29.22118628,81.08183635,5.740764682,108.8616474,Banana
265,27.09062164,81.33506906,5.879119455,110.1331182,Banana
266,26.12643374,81.81365007,6.099478745,104.4812858,Banana
267,29.01207743,77.95192527,5.67440335899999,90.43495443,Banana
268,27.96799119,79.28625709,5.694243847,119.4765557,Banana
269,28.0764455,76.05522115,5.905494703,118.992357299999,Banana
270,25.16278237,84.97849241,6.110844721,90.94554618,Banana
271,25.78749808,84.51194224,6.020445317,114.2005455,Banana
272,25.34119774,84.47321314,6.435917308,91.06493353,Banana
273,29.44795403,78.34971537,5.50539383299999,96.45042585,Banana
274,26.47522633,78.51833782,5.677719902,113.1161095,Banana
